difference,count
1172,5
1174,6
1176,11
1178,5
1180,3
1182,14
1184,1
1186,9
1188,8
1190,11
1192,2
1194,13
1196,5
1198,1
1200,15
1202,8
1204,4
1206,7
1208,5
1210,2
1212,12
1214,11
1216,1
1218,19
1220,4
1222,5
1224,15
1226,2
1228,1
1230,18
1232,10
1234,4
1236,9
1238,3
1240,6
1242,11
1244,3
1246,6
1248,8
1250,8
1252,2
1254,10
1256,4
1258,3
1260,17
1262,4
1264,3
1266,9
1268,1
1270,4
1272,8
1274,5
1276,6
1278,7
1280,4
1282,4
1284,6
1286,5
1288,5
1290,13
1292,2
1294,4
1296,5
1298,6
1300,9
1302,9
1304,3
1306,5
1308,4
1310,5
1312,6
1314,9
1316,8
1318,3
1320,16
1322,4
1324,6
1326,11
1330,5
1332,12
1334,4
1336,2
1338,10
1340,4
1342,3
1344,10
1346,3
1348,2
1350,8
1352,2
1354,3
1356,5
1358,2
1360,3
1362,7
1364,6
1366,2
1368,8
1370,7
1372,2
1374,6
1376,1
1378,4
1380,10
1382,3
1384,6
1386,16
1388,3
1390,6
1392,6
1394,8
1396,3
1398,11
1400,8
1402,5
1404,5
1406,4
1408,6
1410,8
1412,10
1416,4
1418,8
1420,9
1422,10
1424,1
1426,5
1428,11
1430,2
1432,5
1434,8
1436,2
1438,5
1440,17
1442,6
1444,4
1446,6
1448,4
1450,9
1452,8
1454,2
1456,4
1458,12
1460,4
1462,5
1464,2
1466,6
1468,3
1470,7
1472,3
1474,4
1476,8
1478,1
1480,4
1482,9
1484,5
1486,4
1488,14
1490,5
1492,2
1494,9
1496,3
1498,5
1500,13
1502,1
1504,2
1506,5
1508,6
1510,10
1512,7
1514,6
1516,2
1518,9
1520,3
1522,4
1524,11
1526,2
1528,2
1530,7
1532,1
1534,8
1536,9
1538,3
1540,9
1542,10
1544,3
1546,2
1548,5
1550,3
1552,4
1554,7
1556,1
1558,2
1560,10
1562,4
1564,1
1566,4
1568,6
1570,8
1572,7
1574,2
1576,2
1578,6
1580,2
1582,3
1584,10
1586,3
1588,3
1590,13
1592,5
1594,2
1596,6
1598,2
1600,5
1602,6
1604,3
1606,1
1608,5
1610,7
1612,4
1614,3
1616,3
1620,5
1622,3
1624,5
1626,7
1628,3
1630,6
1632,3
1634,1
1636,2
1638,12
1640,8
1642,4
1644,4
1646,2
1648,2
1650,9
1652,3
1654,4
1656,3
1658,3
1660,2
1662,1
1664,2
1666,2
1668,8
1670,2
1672,2
1674,8
1676,4
1680,8
1682,3
1684,1
1686,5
1688,2
1690,6
1692,2
1694,5
1696,2
1698,5
1700,2
1702,5
1704,7
1708,1
1710,13
1712,5
1714,4
1716,3
1718,3
1722,8
1724,3
1726,1
1728,5
1730,4
1732,2
1734,4
1736,4
1738,1
1740,5
1742,7
1744,1
1746,6
1748,2
1750,3
1752,5
1754,2
1756,5
1758,7
1760,5
1762,1
1764,7
1766,1
1768,3
1770,4
1772,2
1774,1
1776,5
1778,1
1782,3
1784,3
1786,4
1788,5
1790,1
1794,9
1796,2
1798,2
1800,4
1802,4
1804,1
1806,7
1808,1
1810,6
1812,3
1814,2
1816,2
1818,5
1820,1
1822,1
1824,3
1826,4
1828,4
1830,4
1832,7
1834,4
1836,3
1838,3
1840,2
1842,3
1844,1
1846,4
1848,3
1850,6
1852,1
1854,4
1858,2
1860,5
1862,1
1864,2
1866,6
1868,1
1870,2
1872,5
1874,1
1876,1
1878,3
1880,3
1882,2
1884,8
1886,1
1890,6
1892,2
1896,6
1900,3
1902,5
1904,5
1908,3
1910,5
1912,2
1914,4
1916,1
1920,6
1922,1
1924,1
1926,1
1932,2
1934,2
1936,2
1938,2
1940,5
1942,2
1944,3
1946,1
1948,1
1950,4
1952,3
1956,5
1958,1
1960,2
1962,4
1964,2
1966,1
1968,2
1970,4
1972,4
1974,8
1976,2
1978,1
1980,3
1982,1
1984,2
1986,5
1990,3
1992,5
1994,1
1998,2
2002,4
2004,3
2008,1
2010,5
2012,1
2016,4
2018,2
2020,2
2022,5
2026,1
2028,1
2030,1
2032,1
2034,3
2036,2
2040,4
2042,2
2044,1
2046,7
2048,1
2050,3
2052,6
2054,2
2056,2
2058,7
2060,1
2062,1
2064,3
2070,2
2072,1
2074,3
2076,5
2078,3
2080,4
2082,4
2084,1
2086,3
2088,3
2090,2
2092,3
2094,5
2096,1
2098,2
2100,5
2106,3
2110,1
2112,3
2114,1
2116,2
2118,4
2122,1
2124,2
2126,1
2128,1
2130,1
2132,2
2134,2
2136,1
2138,1
2140,4
2142,1
2144,2
2146,1
2150,2
2154,1
2156,2
2158,2
2160,5
2162,2
2166,3
2172,3
2174,2
2178,7
2182,3
2184,3
2186,1
2188,3
2190,3
2192,1
2196,3
2200,3
2202,4
2204,1
2206,2
2208,3
2214,2
2218,3
2220,3
2226,4
2230,3
2232,1
2236,1
2238,1
2240,6
2242,1
2244,3
2246,1
2250,1
2252,1
2254,1
2256,5
2258,2
2260,2
2262,5
2264,1
2266,3
2268,2
2270,2
2272,2
2274,2
2276,2
2278,1
2280,1
2282,1
2284,2
2286,5
2290,1
2292,4
2294,2
2298,1
2302,2
2304,3
2306,1
2308,2
2310,4
2312,3
2318,2
2320,3
2322,1
2324,1
2326,1
2328,1
2330,3
2332,2
2336,1
2338,1
2340,2
2342,1
2344,1
2346,4
2348,1
2350,4
2352,4
2354,3
2358,2
2360,2
2362,2
2364,2
2366,1
2368,1
2370,2
2372,1
2374,1
2376,2
2378,1
2382,4
2384,2
2386,1
2388,3
2394,2
2396,1
2400,3
2406,3
2408,1
2410,3
2412,4
2416,1
2418,6
2420,2
2422,1
2424,2
2426,2
2428,2
2430,1
2436,4
2438,3
2440,2
2442,1
2444,1
2448,1
2450,2
2454,1
2456,1
2460,1
2462,1
2466,2
2468,1
2472,3
2476,2
2478,2
2480,1
2482,1
2484,3
2486,2
2488,1
2490,1
2494,1
2498,2
2500,3
2502,2
2504,2
2506,1
2508,2
2514,1
2518,1
2520,3
2522,1
2524,2
2526,1
2532,1
2538,3
2544,2
2548,2
2550,1
2552,1
2554,1
2556,1
2558,2
2560,1
2562,2
2564,2
2566,1
2568,1
2574,1
2580,1
2582,1
2584,1
2586,2
2590,2
2592,2
2598,1
2602,1
2610,6
2612,1
2614,1
2618,1
2622,2
2624,2
2628,2
2630,1
2634,1
2640,2
2642,1
2656,2
2658,1
2660,1
2664,1
2668,1
2670,3
2674,1
2680,1
2682,2
2686,1
2688,1
2690,1
2694,1
2696,1
2698,4
2700,4
2702,1
2706,1
2710,1
2712,2
2716,1
2718,1
2724,1
2728,1
2730,1
2732,1
2734,1
2740,1
2742,1
2748,3
2750,3
2754,1
2756,1
2758,1
2760,3
2764,1
2766,1
2768,1
2770,1
2772,3
2774,1
2776,1
2778,3
2790,1
2794,1
2800,1
2806,2
2808,3
2812,1
2814,2
2816,1
2820,3
2822,2
2824,1
2828,1
2830,2
2832,1
2840,1
2842,1
2846,1
2850,1
2854,1
2856,3
2858,1
2860,1
2862,2
2864,1
2866,1
2868,2
2888,2
2892,1
2896,1
2898,1
2900,1
2916,2
2922,1
2926,2
2930,2
2934,2
2936,1
2938,1
2940,2
2954,1
2956,1
2962,1
2964,1
2968,1
2970,1
2978,1
3012,1
3014,1
3018,1
3020,1
3024,1
3026,1
3038,1
3042,1
3048,1
3054,2
3060,1
3062,1
3066,1
3072,2
3074,1
3078,1
3080,1
3090,1
3102,1
3108,1
3114,1
3116,1
3126,2
3128,1
3138,1
3140,1
3142,1
3144,1
3156,1
3158,1
3168,1
3170,1
3174,2
3176,1
3192,2
3202,1
3210,1
3214,1
3220,1
3230,1
3238,2
3254,1
3260,1
3264,1
3268,1
3276,4
3290,1
3294,1
3306,2
3314,1
3328,1
3330,1
3332,1
3350,2
3354,2
3372,1
3380,1
3384,1
3390,1
3396,1
3420,1
3432,1
3444,2
3450,2
3462,1
3490,1
3498,1
3516,1
3524,1
3530,1
3538,1
3544,1
3546,2
3554,2
3564,1
3566,1
3574,1
3588,1
3616,2
3618,1
3626,1
3636,1
3638,1
3642,1
3652,1
3656,1
3670,1
3696,1
3698,1
3700,1
3704,1
3708,1
3714,1
3740,1
3758,1
3768,1
3772,2
3784,1
3790,1
3796,1
3798,2
3804,1
3810,1
3840,1
3880,1
3904,1
3928,1
3950,1
3984,1
4002,1
4016,1
4022,1
4034,1
4038,1
4050,1
4056,1
4062,1
4076,1
4080,1
4088,1
4120,1
4130,1
4140,1
4158,1
4160,1
4224,1
4248,1
4260,1
4276,1
4284,1
4302,1
4304,1
4318,1
4344,1
4370,1
4402,1
4410,1
4450,1
4474,1
4488,1
4514,1
4542,1
4548,1
4562,1
4622,1
4638,1
4778,1
4816,1
4830,1
4866,1
4878,1
4884,1
4998,1
5020,1
5034,1
5046,1
5056,1
5088,1
5406,1
5442,1
5672,1
6344,1
6700,1
7616,1
9828,1
