difference,count
1534,2
1536,5
1538,1
1540,2
1542,2
1544,4
1546,1
1548,5
1550,4
1552,6
1554,7
1556,5
1560,4
1562,1
1564,3
1566,6
1568,5
1570,4
1572,5
1574,2
1576,2
1578,4
1580,5
1584,6
1586,1
1588,3
1590,10
1592,4
1594,1
1596,3
1598,1
1600,2
1602,2
1604,2
1606,2
1608,4
1610,2
1612,2
1614,5
1616,1
1618,2
1620,6
1622,1
1624,5
1626,2
1628,1
1630,2
1632,7
1634,4
1636,3
1638,5
1640,3
1642,1
1644,2
1646,1
1648,4
1650,6
1652,4
1654,2
1656,6
1658,4
1660,1
1662,1
1664,1
1666,5
1668,6
1670,3
1672,5
1674,5
1676,1
1678,3
1680,5
1682,2
1684,5
1686,4
1688,2
1690,2
1692,3
1694,5
1696,3
1698,2
1700,1
1702,3
1704,2
1706,1
1708,4
1710,8
1712,2
1714,3
1716,3
1718,3
1720,1
1722,8
1724,3
1726,1
1728,1
1730,3
1732,1
1734,6
1736,2
1738,1
1740,3
1742,1
1744,2
1746,1
1748,4
1750,3
1752,3
1754,3
1756,3
1758,4
1760,3
1762,3
1764,7
1766,3
1768,1
1770,4
1772,3
1774,2
1776,2
1780,3
1782,4
1786,4
1788,2
1790,4
1792,2
1794,9
1796,1
1798,3
1800,5
1802,4
1804,2
1806,5
1808,3
1810,8
1812,6
1814,3
1818,5
1820,1
1822,2
1824,6
1826,2
1828,1
1830,2
1832,2
1834,1
1836,2
1838,1
1840,3
1842,3
1844,2
1846,1
1848,3
1850,3
1852,3
1854,4
1856,2
1858,1
1860,3
1862,2
1864,5
1866,6
1868,2
1870,6
1872,3
1876,2
1878,2
1880,1
1882,1
1884,1
1886,2
1888,2
1890,4
1892,2
1894,1
1896,5
1898,3
1900,3
1902,3
1904,2
1906,1
1908,7
1910,1
1912,2
1914,2
1920,3
1922,5
1924,3
1926,4
1928,2
1930,3
1932,2
1934,2
1936,1
1938,4
1940,2
1942,3
1944,1
1946,5
1950,5
1952,1
1954,3
1956,5
1960,6
1962,4
1964,2
1966,3
1968,1
1970,3
1972,2
1974,5
1978,2
1980,3
1986,5
1988,1
1990,1
1992,5
1996,2
1998,3
2000,4
2002,3
2004,1
2006,3
2008,3
2010,6
2012,1
2014,1
2016,3
2018,1
2020,2
2022,1
2026,1
2028,4
2030,3
2032,3
2034,2
2040,1
2044,2
2046,5
2050,1
2052,3
2058,3
2060,1
2062,2
2064,4
2068,4
2070,3
2074,2
2076,4
2080,2
2082,2
2084,3
2086,1
2088,1
2090,2
2092,2
2094,5
2096,3
2098,2
2100,4
2102,1
2104,1
2106,3
2108,3
2112,5
2116,3
2118,6
2120,2
2124,3
2126,2
2128,2
2130,5
2136,5
2138,1
2140,1
2142,6
2144,3
2146,1
2148,2
2150,2
2152,1
2154,3
2156,3
2158,1
2160,3
2162,1
2164,2
2166,3
2168,1
2172,2
2178,3
2180,3
2182,2
2184,4
2186,1
2190,4
2192,1
2194,2
2196,3
2198,2
2200,3
2202,1
2204,1
2206,3
2208,1
2214,1
2216,3
2218,4
2220,3
2222,1
2224,6
2228,2
2230,2
2232,3
2236,2
2238,3
2240,4
2242,2
2244,7
2246,3
2248,1
2250,4
2254,1
2256,1
2260,1
2262,1
2266,1
2268,1
2272,2
2274,2
2278,1
2280,1
2282,1
2286,2
2290,4
2292,1
2294,2
2296,3
2298,4
2300,5
2302,3
2304,2
2306,1
2308,1
2310,2
2312,1
2316,5
2318,1
2320,2
2322,3
2324,1
2326,1
2328,3
2330,2
2332,2
2334,3
2338,2
2340,2
2342,1
2344,2
2346,2
2348,3
2356,2
2358,3
2360,2
2362,3
2364,2
2366,3
2368,2
2370,8
2372,3
2376,4
2378,2
2380,1
2382,1
2384,1
2386,3
2388,3
2390,4
2392,1
2394,3
2396,1
2398,1
2400,2
2402,2
2404,2
2406,3
2412,3
2414,1
2416,1
2418,3
2420,2
2422,1
2424,2
2426,1
2428,4
2430,1
2438,3
2440,1
2442,2
2444,1
2448,7
2450,2
2452,3
2454,3
2456,1
2458,2
2460,5
2462,1
2464,3
2466,1
2468,1
2472,2
2474,1
2476,1
2478,4
2480,1
2482,1
2484,3
2486,3
2490,2
2492,3
2494,3
2496,2
2498,1
2500,1
2502,2
2506,2
2510,3
2514,4
2516,1
2518,1
2520,5
2522,2
2524,1
2528,3
2530,2
2534,1
2536,1
2538,1
2540,2
2542,2
2544,4
2546,1
2550,1
2558,3
2562,3
2564,2
2566,2
2568,2
2570,4
2572,1
2574,1
2576,3
2578,1
2580,3
2582,2
2584,1
2586,2
2588,2
2590,2
2592,4
2596,1
2598,5
2600,1
2602,1
2604,5
2606,2
2608,1
2610,4
2614,1
2616,5
2618,3
2620,1
2622,1
2624,1
2628,2
2634,1
2638,2
2640,3
2642,1
2644,2
2646,3
2648,1
2652,5
2654,2
2658,2
2660,2
2662,1
2664,3
2666,1
2670,4
2672,2
2674,1
2676,2
2678,1
2680,2
2682,2
2684,4
2688,4
2690,1
2692,1
2700,1
2702,1
2704,1
2706,3
2710,2
2712,4
2714,1
2718,1
2720,3
2722,1
2724,1
2726,3
2730,7
2734,1
2736,2
2738,3
2740,2
2742,2
2746,1
2748,2
2750,4
2752,2
2754,5
2756,2
2758,2
2760,2
2762,2
2764,1
2766,3
2768,1
2770,1
2772,4
2778,2
2782,1
2784,2
2786,2
2788,1
2790,2
2792,1
2796,1
2798,1
2800,1
2802,4
2806,1
2808,3
2812,2
2814,3
2820,6
2824,1
2828,1
2830,3
2832,2
2834,1
2836,1
2840,1
2844,1
2846,2
2850,3
2852,2
2854,1
2860,2
2862,3
2870,4
2872,1
2874,4
2878,1
2880,2
2882,1
2884,2
2886,1
2888,2
2892,1
2896,2
2898,3
2902,1
2904,2
2908,1
2910,2
2916,3
2918,2
2920,2
2924,1
2926,2
2930,3
2932,1
2934,1
2940,2
2942,1
2944,1
2946,2
2950,2
2952,2
2958,3
2962,4
2964,4
2968,3
2970,5
2972,1
2974,2
2976,2
2980,1
2982,2
2984,1
2988,4
2990,2
2992,2
2996,1
3004,1
3006,5
3010,2
3012,2
3016,1
3018,1
3020,4
3022,1
3024,4
3036,3
3044,1
3046,1
3048,2
3050,1
3056,1
3058,1
3060,5
3064,1
3066,4
3072,1
3074,2
3076,1
3078,3
3086,1
3090,1
3094,1
3096,1
3098,1
3100,1
3102,3
3114,3
3116,3
3118,1
3122,1
3126,2
3128,1
3130,2
3132,2
3134,1
3140,1
3142,1
3144,4
3150,2
3158,2
3160,1
3164,2
3166,1
3168,2
3170,3
3172,1
3176,2
3178,1
3184,1
3186,1
3190,3
3192,1
3198,1
3200,1
3202,1
3204,3
3210,3
3216,2
3218,1
3220,4
3224,2
3226,2
3228,2
3240,1
3246,1
3248,1
3258,1
3262,2
3264,1
3266,1
3270,1
3272,2
3276,1
3280,3
3286,1
3296,1
3298,1
3300,1
3310,2
3314,2
3316,1
3318,4
3322,2
3324,1
3330,3
3332,2
3336,1
3342,2
3344,2
3346,2
3350,2
3352,2
3356,1
3360,2
3366,2
3368,1
3372,5
3374,1
3380,1
3382,1
3386,2
3390,2
3392,1
3394,1
3396,1
3400,2
3408,1
3412,1
3414,1
3422,1
3424,1
3426,1
3428,1
3430,1
3432,1
3436,3
3440,1
3444,1
3446,1
3448,1
3450,2
3454,4
3456,2
3458,1
3460,1
3466,1
3468,2
3474,2
3476,1
3478,2
3482,1
3486,3
3488,1
3492,1
3496,1
3498,2
3504,2
3506,2
3510,1
3516,1
3518,1
3520,2
3522,2
3524,1
3526,1
3528,2
3530,2
3532,1
3534,1
3540,4
3546,1
3558,1
3564,2
3566,2
3568,3
3570,1
3576,1
3582,2
3588,1
3592,1
3594,2
3600,2
3602,1
3606,1
3610,1
3612,3
3616,2
3628,1
3630,1
3634,1
3636,1
3638,1
3640,1
3642,2
3644,1
3650,1
3652,1
3654,1
3666,1
3682,1
3688,1
3690,1
3696,1
3698,1
3700,1
3702,1
3708,2
3710,1
3714,1
3716,1
3720,2
3726,2
3728,1
3736,1
3738,3
3744,2
3746,1
3748,2
3750,2
3758,2
3764,1
3768,1
3770,1
3774,1
3778,1
3786,2
3788,1
3790,1
3800,1
3812,3
3814,1
3816,1
3822,2
3828,1
3836,1
3838,1
3846,1
3848,1
3852,3
3860,1
3862,2
3864,3
3866,2
3868,1
3872,1
3882,1
3884,1
3888,1
3890,2
3898,1
3900,2
3902,2
3906,1
3910,1
3914,1
3918,2
3920,2
3924,1
3928,1
3930,1
3940,2
3952,1
3954,1
3960,1
3962,2
3964,1
3970,1
3976,1
3978,2
3980,2
3990,1
3992,1
3996,1
3998,1
4004,1
4008,3
4010,1
4022,1
4026,2
4030,3
4038,1
4042,1
4044,1
4066,1
4070,1
4072,1
4074,4
4078,1
4092,2
4094,1
4100,2
4102,2
4104,3
4108,1
4110,1
4116,1
4118,2
4134,3
4138,1
4146,1
4160,1
4172,1
4174,1
4176,1
4180,1
4186,1
4188,2
4194,1
4202,1
4212,1
4218,2
4228,1
4230,1
4242,2
4244,1
4246,1
4248,1
4250,2
4254,1
4260,1
4266,1
4268,1
4270,2
4278,1
4284,1
4288,1
4290,1
4292,1
4294,1
4296,2
4298,1
4300,1
4302,3
4308,1
4310,2
4318,1
4326,1
4332,1
4342,1
4350,1
4352,1
4356,1
4358,1
4360,1
4362,1
4368,1
4374,1
4378,1
4380,2
4392,1
4406,3
4408,1
4410,1
4414,1
4416,1
4418,1
4424,2
4432,1
4436,1
4440,2
4446,2
4452,1
4458,2
4480,1
4482,1
4486,1
4504,2
4522,1
4530,1
4534,1
4542,1
4546,1
4550,1
4552,1
4554,1
4556,1
4560,2
4568,1
4574,2
4578,1
4580,1
4596,2
4606,1
4614,1
4616,1
4618,1
4620,1
4624,1
4630,3
4636,2
4640,1
4656,1
4658,1
4660,1
4670,1
4674,1
4684,1
4686,1
4688,2
4696,1
4698,1
4702,1
4704,1
4706,1
4710,1
4714,1
4728,1
4744,1
4758,2
4760,1
4762,1
4778,1
4780,2
4788,1
4794,1
4808,1
4812,4
4820,1
4824,4
4830,2
4848,2
4852,1
4864,1
4866,1
4872,1
4874,1
4892,1
4910,1
4918,1
4920,2
4926,1
4932,4
4940,1
4942,1
4946,1
4948,1
4950,1
4966,1
4970,1
4974,1
4976,1
4986,1
4998,1
5000,1
5004,2
5012,1
5022,2
5024,1
5028,1
5034,1
5038,1
5046,1
5050,1
5052,1
5070,1
5076,1
5080,1
5084,1
5094,1
5100,2
5126,1
5128,1
5130,3
5144,2
5150,1
5162,1
5166,1
5176,1
5178,1
5192,1
5194,1
5200,1
5206,1
5210,1
5212,1
5214,1
5226,1
5234,1
5240,1
5242,1
5244,1
5250,1
5274,1
5304,1
5332,1
5340,1
5358,1
5364,1
5380,1
5382,1
5394,2
5398,1
5400,1
5410,1
5420,1
5424,1
5442,1
5456,1
5468,1
5488,1
5490,1
5498,1
5502,1
5516,1
5522,1
5528,1
5536,1
5544,1
5550,1
5558,2
5566,1
5582,1
5588,1
5602,1
5624,1
5628,1
5670,1
5680,1
5682,2
5694,1
5706,1
5726,1
5740,1
5742,1
5748,1
5750,1
5752,1
5754,2
5766,1
5790,1
5814,1
5824,1
5830,1
5832,1
5850,1
5862,1
5880,1
5882,1
5886,1
5922,1
5946,1
5964,1
6078,1
6090,1
6094,1
6102,1
6116,1
6136,1
6144,3
6168,1
6188,1
6210,2
6246,1
6248,1
6258,1
6264,1
6280,1
6308,1
6314,1
6330,2
6348,1
6350,2
6384,1
6398,1
6402,1
6426,1
6442,1
6456,1
6490,1
6492,1
6496,2
6498,2
6504,1
6524,1
6548,1
6576,1
6612,1
6648,1
6670,1
6720,1
6732,1
6740,1
6850,1
6862,1
6896,1
6908,1
6978,1
7044,1
7060,1
7068,1
7158,1
7234,1
7262,1
7276,1
7300,1
7340,1
7372,1
7422,1
7482,1
7494,1
7574,1
7650,1
7658,1
7680,1
7768,1
7776,1
7826,1
7854,1
7886,1
7906,1
7944,1
8002,1
8038,1
8138,1
8172,1
8184,1
8208,1
8238,1
8904,1
9092,1
9408,1
9420,1
9830,1
10360,1
10988,1
11308,1
12002,1
12582,1
13140,1
